program_name,company_name,program_id,category,reward,status,asp
人気急上昇炭酸泡シャンプー！スッキリとした頭皮ケアで美しい黒髪に【Hadient（ハディエント）】,hadient株式会社,14442,シャンプー hadient株式会社 人気急上昇炭酸泡シャンプー！スッキリとした頭皮ケアで美しい黒髪に【Hadient（ハディエント）】,"初回購入 1,832円（税込）",未提携,afb
格安スマホ・格安SIMの【J:COM MOBILE】,JCOM株式会社,,,"WEB新規申込後、回線開通から60日以上の利用確認 8,591円（税込）",,afb
スポーツの熱狂をお店に【DAZN for BUSINESS】,株式会社アイ・ステーション,14401,BtoB 株式会社アイ・ステーション スポーツの熱狂をお店に【DAZN for BUSINESS】,"WEBからのDAZNアカウント送付完了 20,307円（税込） ※ポイント付与上限：28,000円まで",未提携,afb
【afb限定】海外利用が可能なモバイルWi-Fiルーターレンタルサービス【FUJI WiFi】,株式会社HUMAN LIFE,14464,プロバイダ 株式会社HUMAN LIFE 【afb限定】海外利用が可能なモバイルWi-Fiルーターレンタルサービス【FUJI WiFi】,"新規WEB申込後、回線開通 ┗楽ラクプラン30GB（契約期間なし）：3,850円(税込)┗楽ラクプラン50GB（契約期間なし）：3,850円(税込)┗楽ラクプラン100GB（契約期間なし）：3,850円(税込)┗楽ラクプラン1日10GB（契",未提携,afb
アメリカの老舗ブランド【ゼロハリバートンZERO HALLIBURTONオンラインショップ】,エース株式会社,14516,メンズファッション エース株式会社 アメリカの老舗ブランド【ゼロハリバートンZERO HALLIBURTONオンラインショップ】,商品購入(リピート購入も対象) 11％（税込）,未提携,afb
高機能ツールを使用可能【フィリップ証券】,フィリップ証券株式会社,,,"新規口座申込日、60日以内に新規10万通貨の取引 または CFDで10lot取引 11,000円（税込）",,afb
＜返金保証あり＞元神医師が開発！女性用薄毛対策サプリ【HAIRBIRTH SUPPLEMENT（ヘアバースサプリメント）】,有限会社メディカルネット,14479,その他健康食品 有限会社メディカルネット ＜返金保証あり＞元神医師が開発！女性用薄毛対策サプリ【HAIRBIRTH SUPPLEMENT（ヘアバースサプリメント）】,"定期コース初回購入 8,800円（税込）",未提携,afb
13年連続美容誌実売No.1『美的』に掲載された【Ulike IPL光美容器】,ユーライクジャパン株式会社,14482,脱毛器 ユーライクジャパン株式会社 13年連続美容誌実売No.1『美的』に掲載された【Ulike IPL光美容器】,商品購入（※リピート購入OK） ┗下記以外の商品 18.61％（税込） ※Ulike Air Pro IPL光美容器のみ 11% (税込) Air Pro：11％（税込）Air2：18.61％（税込）Air3：18.61％（税込）Ulike,未提携,afb
【ファクタリングベスト】優良ファクタリング会社4社へ一括見積り,株式会社ウェブブランディング,,,"一括査定新規申込 1,100円（税込）",,afb
シン・整形外科（旧東京ひざクリニック）,一般社団法人再建会,14514,医療 一般社団法人再建会 シン・整形外科（旧東京ひざクリニック）,"■ポイントサイト 成果条件：PRP-PRO治療の片膝契約（税込264,000円）以上の契約完了 33,845円(税込) ポイント付与上限：付与上限なし",未提携,afb
結婚後も素敵な青春を【Afternoon.（アフタヌーン）】,株式会社アフターヌーン,,,"新規会員登録及び、年齢確認完了 1,522円（税込）",,afb
【クレアージュ】メディカルアートメイク,クレアージュ,,,"WEB予約後の来院完了 11,000円（税込）",,afb
冷凍パンのサブスク【毎月PANDA!】新規購入,株式会社神戸屋,,,新規商品購入 930円（税込） ポイント付与上限：560円,,afb
オンライン動画編集スクール【ChapterTwo（チャプターツー）】,株式会社ChapterTwo,,,"WEBからの無料相談完了 5,500円（税込）",,afb
レシピ動画メディアDELISH KITCHENプロデュース【宅配弁当Meals】,株式会社エブリー,,,"初回定期購入 3,300円（税込）",,afb
【Go City(ゴーシティ)】最高のアトラクション・体験・ツアーをすべて 1つのパスで,GO CITY PASS ASIA PTE. LIMITED,14396,旅行 GO CITY PASS ASIA PTE. LIMITED 【Go City(ゴーシティ)】最高のアトラクション・体験・ツアーをすべて 1つのパスで,パス初回購入 0.55％（税込）,未提携,afb
【GRAPHENE-X】非常に頑丈で、驚異的な軽さを持つ奇跡の素材「グラフェン」を使用,株式会社ユナイテッド,14390,メンズファッション 株式会社ユナイテッド 【GRAPHENE-X】非常に頑丈で、驚異的な軽さを持つ奇跡の素材「グラフェン」を使用,新規商品購入 29.59％（税込）,未提携,afb
＜ゲーム業界専門＞転職エージェント【Hiraku agent】,株式会社Hiraku agent,,,"WEBからの無料転職サポート登録 21,153円（税込）",,afb
ゲーム業界の転職・求人情報【G-JOBエージェント】,株式会社リンクトブレイン,,,"WEBからの転職相談エントリー完了 11,000円（税込）",,afb
グッドデザイン賞&キッズデザイン賞受賞【Betta Baby Store】,株式会社ズーム・ティー,,,商品購入 8.36％（税込） ※リピート購入OK ※ポイント付与上限：購入額の7％まで,,afb
新規入会者限定50％OFFクーポン！シャープの電子書籍ストア【COCORO BOOKS（ココロブックス）】,シャープマーケティングジャパン株式会社,14378,本・雑誌 シャープマーケティングジャパン株式会社 新規入会者限定50％OFFクーポン！シャープの電子書籍ストア【COCORO BOOKS（ココロブックス）】,商品購入 5.5％（税込） ※リピート購入OK 日経電子版 申込：845円(税込),未提携,afb
[スマートフォン専用]600社・15万人の学生が利用中！学生限定の就活アプリ【Lognavi（ログナビ）】,株式会社アスパーク,,,"新規会員登録完了 2,530円（税込） ※会員登録27～28卒が対象 ┗24年度卒：2,750円(税込)┗25年度卒：847円(税込)┗26年度卒：3,300円(税込)┗27年度卒：2,530円(税込)┗28年度卒：2,530円(税込)",,afb
医療脱毛【Willbe Clinic（ウィルビークリニック）】,株式会社ウィルビーマネジメント,,,"新規来院完了 12,691円（税込）",,afb
【アランズナチュラルキャットフード】自然素材にこだわったナチュラルなキャットフード,株式会社レティシアン,14541,動物・ペット 株式会社レティシアン 【アランズナチュラルキャットフード】自然素材にこだわったナチュラルなキャットフード,"新規顧客様からの初回購入 4,356円（税込）",未提携,afb
未利用魚をサブスク・通販でお届け【Fishlle!（フィシュル）】,株式会社ベンナーズ,,,"定期便初回購入 3,300円（税込） ※ポイント付与上限：500円まで",,afb
自宅でととのう おうちDEサウナ【Revitalize SAUNA（リーヴァイタライズ サウナ）】,株式会社TOVERI,,,"商品購入 6,600円（税込） ※リピート購入OK ※おうちDEサウナ本体の購入が成果対象です。オプションを購入した場合は別の成果として発生し、承認作業時に却下とさせていただきます",,afb
ハイクラス・金融・コンサルティング転職なら【KOTORA（コトラ）】,株式会社コトラ,,,"新規会員登録後、面談成立 8,800円（税込）",,afb
【END.】イギリス発ストリートファッション・ス二ーカー通販,Ashworth and Parker Limited,,,定価購入 5.83%（税込） セール商品 2.53%(税込),,afb
美容外科クリニック【TAクリニック】,TAクリニック,,,"WEB無料カウンセリング予約後、来院完了 8,037円（税込）",,afb
オンラインWebデザインスクール【ChapterTwo（チャプターツー）】,株式会社ChapterTwo,,,"WEB申込後、オンライン面談完了 5,500円（税込）",,afb
メンズ医療脱毛専門の【エミシアクリニック】,株式会社L medical,,,"WEB予約完了 12,691円（税込）",,afb
元祖ジェルネイルキット【シャイニージェル公式ショッ プ本店】,株式会社ワールドビューティワークス,,,商品購入 11％（税込） ポイント付与上限：購入額の7％まで,,afb
腰のことを考えた、極厚で寝返りしやすい 【Recovery Design（リカバリーデザイン）敷布団】,有限会社サカイ,14169,家具・インテリア 有限会社サカイ 腰のことを考えた、極厚で寝返りしやすい 【Recovery Design（リカバリーデザイン）敷布団】,初回購入 11％（税込）,未提携,afb
高品質なお布団を安心価格で自信を持ってご提供【ふとん工場サカイ本店】,有限会社サカイ,,,初回購入 5.5％（税込）,,afb
本気の妊活応援サプリ【麹菌発酵イソフラボン+葉酸】,ニチモウバイオティックス株式会社,14180,葉酸・妊活 ニチモウバイオティックス株式会社 本気の妊活応援サプリ【麹菌発酵イソフラボン+葉酸】,"定期コース初回購入 1,691円（税込）",未提携,afb
いつかに頼らずプロに頼る【結婚相談所TMSパートナー】,株式会社トータルマリアージュサポート,,,"新規資料請求、30日以内の本人確認完了 1,015円（税込） 個別無料相談：5,922円(税込)",,afb
人気の結婚相談所を無料パンフで一気に比較【結婚相談所比較ネット】,株式会社じげん,,,"資料請求完了 5,922円（税込）",,afb
SDGsの新築・リフォームの住環境情報サイト【ハウジングバザール】,G/REX JapaN株式会社,,,"資料請求もしくはプランニングサービス申込後の電話確認 1,861円（税込）",,afb
遊ぶように痩せるパーソナルジム【Rat（ラット）】,株式会社ひととこむ,,,"WEB申込後、初回来店 11,845円（税込）",,afb
海外旅行者向けeSIM【Airalo】,AIRGSM PTE. LTD.,14221,SIM AIRGSM PTE. LTD. 海外旅行者向けeSIM【Airalo】,商品購入完了 12.68％（税込） ※アプリインストールでも0円で成果が発生しますので、 予めご了承くださいませ。,未提携,afb
ピルのオンライン処方サービス【エニピル】,株式会社サルース,,,"新規処方完了 4,230円（税込） ※アフターピル 2026.5.1より成果対象外となります",,afb
ベビー用品・ベビーグッズ・赤ちゃん用品の通販【DADWAY（ダッドウェイオンラインストア）】,株式会社ダッドウェイ,,,商品購入 6.6％（税込） ※リピート購入OK ※ポイント付与上限：購入額の6％まで,,afb
ぐるなびの選りすぐり「美食の殿堂」【ぐるすぐり】,株式会社ぐるなび,,,商品購入 2.53％（税込） ※リピート購入OK,,afb
驚くほどおいしいプロテイン【be LEGEND（ビーレジェンド）】,株式会社Real Style,,,既存会員様からの初回購入 2.53％（税込） 新規会員様からの初回購入 16.83%（税込） ※既存会員購入の利率で成果発生しますが、 新規会員からの購入成果については成果確定時に上記利率の報酬額へ変更させていただきます。,,afb
二の腕着圧インナー【Slim Feather（スリムフェザー）】,株式会社VIRNAS,,,"初回購入 2,537円（税込）",,afb
【無添加酵素ドリンク】ファスティングに最適！81種の厳選素材を配合！野草酵素原液100％【BIO酵素】,株式会社バイオ・サプリ,14187,酵素 株式会社バイオ・サプリ 【無添加酵素ドリンク】ファスティングに最適！81種の厳選素材を配合！野草酵素原液100％【BIO酵素】,"定期コース初回購入 3,045円（税込）",未提携,afb
【フェミークリニック】アートメイク,フェミークリニック,,,"WEB申込後、初回来院 4,230円（税込）",,afb
【フェミークリニック】医療脱毛,フェミークリニック,,,"WEB申込後、初回来院 12,691円（税込）",,afb
【フェミークリニック】美容皮膚科,フェミークリニック,,,"WEB申込後、初回来院 8,461円（税込）",,afb
キャンプ・アウトドア用品【ZEN Camps】,株式会社YOLO,,,商品購入 12.65％（税込） ※リピート購入OK ※コンビニ決済は計測が出来ない事から成果対象外となります ※ポイント付与上限：購入額の11％まで,,afb
【格安航空券モール】国内線LCC含む全13社の飛行機予約・最安値比較サイト,スカイ・シー株式会社,14262,旅行 スカイ・シー株式会社 【格安航空券モール】国内線LCC含む全13社の飛行機予約・最安値比較サイト,"チケット購入 1,100円（税込） ※リピート購入OK ※ポイント付与上限：1000円まで",未提携,afb
【格安航空券センター】国内往復飛行機チケット比較LCC予約サイト,スカイ・シー株式会社,14263,旅行 スカイ・シー株式会社 【格安航空券センター】国内往復飛行機チケット比較LCC予約サイト,"チケット購入 1,100円（税込） ※リピート購入OK ※ポイント付与上限：1000円まで",未提携,afb
＜医薬部外品＞頭皮の脂漏性皮膚炎・フケ・かゆみに【KADASON（カダソン）薬用スカルプシャンプー】,ワイズ製薬株式会社,,,商品購入 845円（税込） ※リピート購入OK,,afb
ハウスクリーニング・不用品回収・引越しなど400以上のサービス予約｜くらしのマーケット,みんなのマーケット株式会社,,,"WEB予約完了後、60日以内の事業者作業完了 1,815円（税込） ただし下記サービスでの利用の場合は以下の報酬に変更をいたします。 エアコンクリーニング1,870円(税込) ハウスクリーニング2,035円(税込) 格安引越し2,805円(",,afb
医療脱毛専門の【エミシアクリニック】,株式会社L medical,,,"WEB予約完了 12,691円（税込）",,afb
補正下着をもっと気軽に【ラディアンヌ 公式ストア】,ラディアンヌ株式会社,14276,レディースファッション ラディアンヌ株式会社 補正下着をもっと気軽に【ラディアンヌ 公式ストア】,注文完了 15.3％ ↓ ↓ ↓ ↓ ↓ ↓ 注文完了 22％（税込） ★報酬アップ中！ ポイント付与上限：商品単価の50％まで,未提携,afb
IELTSの目標スコアをサポート 【バークレーハウス語学センター】,株式会社バークレーハウス,,,"ポイントサイト：入会完了 ポイント付与上限：5000円まで 【成果地点】 (1)WEBからのプライベートレッスン無料体験レッスン申込完了 3,300円（税込） 無料体験レッスン後、新規入会まで至ったら下記報酬へ変更いたします。 ■成果地点：",,afb
40言語以上のレッスン 【バークレーハウス語学センター】,株式会社バークレーハウス,,,"無料体験レッスン後の新規入会完了 5,500円（税込） 無料体験レッスンの申込完了後に、下記条件まで至ったら下記報酬へ変更いたします。 ■成果地点：新規入会／プライベートレッスン 20レッスン以上 5,500円(税込) ■成果地点：新規入会",,afb
高報酬！アダルトグッズ通販ショップ 【Bestvibe】,鴻華(香港)國際有限公司,14154,成人向け商品 鴻華(香港)國際有限公司 高報酬！アダルトグッズ通販ショップ 【Bestvibe】,商品購入(リピート購入も対象) 19.8％（税込） ポイント付与上限：購入額の30％まで,未提携,afb
建設業界専門の転職エージェント【RSG建設転職】,株式会社RSG,,,"面談完了 3,000円（税込）",,afb
シルバー系カラーシャンプー満足度No.1【KYOGOKU PROFESSIONAL】,株式会社Kyogoku,14079,その他ヘアケア 株式会社Kyogoku シルバー系カラーシャンプー満足度No.1【KYOGOKU PROFESSIONAL】,※ポイント付与上限：商品単価の10％まで 初回購入 ┗下記以外の商品 28.6％（税込） ┗ケラチン ブースト＋トリートメント 34.1%(税込),未提携,afb
パーソナルトレーニング【MIYAZAKI GYM】,株式会社リーブル,,,"WEB予約後、新規入会 28,600円（税込）",,afb
オーガニックシャンプー＆スキンケア&エシカル雑貨【amasia organic store】,株式会社grid,14093,ボディケア 株式会社grid オーガニックシャンプー＆スキンケア&エシカル雑貨【amasia organic store】,商品購入 4.18％（税込） ※リピート購入OK,未提携,afb
【afb限定】【Patpat（パットパット）】最高品質・プレミアムブランドベビー服のオンラインショップ,Patpat,14100,その他 Patpat 【afb限定】【Patpat（パットパット）】最高品質・プレミアムブランドベビー服のオンラインショップ,初回購入 6.71％（税込）,未提携,afb
Webマーケター養成スクール【Wannabe Academy（ワナビーアカデミー）】,株式会社Shareway,,,"無料個別面談完了(オンライン面談) 6,345円（税込）",,afb
動画関連ソフトウェアサービス【GOM Lab】,株式会社GOM&Company,,,ソフトウェアの初回購入 21.12％（税込）,,afb
日本全国130店舗以上の博多ラーメン店【一風堂オフィシャルオンラインストア】,株式会社渡辺製麺,14112,食品・産直品 株式会社渡辺製麺 日本全国130店舗以上の博多ラーメン店【一風堂オフィシャルオンラインストア】,通常報酬：商品購入 8.36％（税込） ※リピート購入OK,未提携,afb
【クローズド】,一般社団法人Water Valley,,,"WEB申込後、新規契約完了 12,691円（税込）",,afb
完全個室・マンツーマントレーニング指導【WORKOUTHOLIC（ワークアウトホリック）】,株式会社WORKOUTHOLIC,14124,フィットネス 株式会社WORKOUTHOLIC 完全個室・マンツーマントレーニング指導【WORKOUTHOLIC（ワークアウトホリック）】,"WEB申込後、新規入会 25,383円（税込） ※ポイント付与上限：30000円まで",未提携,afb
【afb限定】100円ショップ【Watts（ワッツ）公式オンラインショップ】,株式会社ワッツ,14125,雑貨・家庭用品 株式会社ワッツ 【afb限定】100円ショップ【Watts（ワッツ）公式オンラインショップ】,商品購入 3.3％（税込） ※リピート購入OK,未提携,afb
ドイツのデザイン雑貨・家具ブランド【KARE】オフィシャルサイト,株式会社リビングハウス,,,商品購入完了(リピート購入も対象) 2.53％（税込）,,afb
ダイエットサポート茶【からだ楽痩茶】,株式会社ファインエイド,14165,お茶 株式会社ファインエイド ダイエットサポート茶【からだ楽痩茶】,"商品購入 1,100円（税込） ※リピート購入OK",未提携,afb
手軽に手ぶらキャンプ♪キャンプ用品のレンタルサービス【hinataレンタル】,vivit株式会社,14137,アウトドア vivit株式会社 手軽に手ぶらキャンプ♪キャンプ用品のレンタルサービス【hinataレンタル】,WEBからのレンタル申込完了 8.8％（税込） ※リピート利用OK ※ポイント付与上限：お申込金額の10％まで,未提携,afb
審査なしだから本人名義で契約できる！【だれでもモバイル】,だれでもモバイル株式会社,,,"WEB申込後、30日以内の利用開始 5,500円（税込） ※広告主新規顧客のみ対象",,afb
【Anny（アニー）】ちょっと特別なギフトを贈れるギフトセレクトショップ,株式会社ギフトモール,,,新規商品購入 ●WEB注文後、30日以内の入金確認完了 ●成果報酬は商品の金額のみ 6.71％（税込）,,afb
法人向け/店舗向けタブレット【BiZiMo】,株式会社アイ・ステーション,,,"WEB新規申込完了 （承認条件：申込書回収完了後端末発送完了） 18,615円（税込）",,afb
オンラインゲーム・配信者向けインターネット【hi-ho with games】,株式会社ハイホー,14304,プロバイダ 株式会社ハイホー オンラインゲーム・配信者向けインターネット【hi-ho with games】,"WEBからの新規申込 ┗他社から乗換（転用、事業者変更）後、無料期間（31日）経過：5,076円(税込)┗プロバイダー変更（ISPのみ申込）後、無料期間（31日）経過：11,422円(税込)┗新規開通完了後、無料期間（31日）経過：13,5",未提携,afb
男性向け活力サプリ【BRAVION S.（ブラビオンエス）】,株式会社ブラビオン,,,商品購入 38.06％（税込） ※リピート購入OK,,afb
日本最大規模の美容師・理容師求人サイト【BeautyMirai（ビューティーミライ）】,株式会社miraism,,,"新規会員登録 5,076円（税込）",,afb
大人気ベビーフードブランド＜the kindest＞コップ1杯で栄養が取れるドリンク【子どものためのまんてんバランス】,株式会社Mil,,,"定期コース初回購入 1,650円（税込）",,afb
創業70年あまり続くお茶屋さんの通販【巣鴨のお茶屋さん山年園（やまねえん）】,有限会社山年園,14349,食品・産直品 有限会社山年園 創業70年あまり続くお茶屋さんの通販【巣鴨のお茶屋さん山年園（やまねえん）】,商品購入 8.36％（税込） ※リピート購入OK,未提携,afb
予約・受け取り・返却が驚くほど簡単な海外Wi-Fiレンタル【WiFiBOX（ワイファイボックス）】,株式会社テレコムスクエア,14355,プロバイダ 株式会社テレコムスクエア 予約・受け取り・返却が驚くほど簡単な海外Wi-Fiレンタル【WiFiBOX（ワイファイボックス）】,WEB申込後、利用完了 11％（税込） ※リピート申込OK ※ポイント付与上限：申込額の10％まで,未提携,afb
アニメ・エンタメ見放題、コスパ最強月額550円【DMM TV】新規会員登録,合同会社DMM.com,,,"新規会員登録 1,691円（税込）",,afb
日本最大級オンラインギフトサービス【ギフトモール】,株式会社ギフトモール,,,初回商品購入完了 12.65％（税込） 下記「ブランド商品」の対象成果に関しては後日金額変更が生じます。 ブランド商品：6.27％（税込）,,afb
美容整形・美容外科なら【ガーデンクリニック】,株式会社アップドラフト,,,"来院 13,200円（税込）",,afb
全国約500施設以上のクーポンが利用できる月額サービス【クーポンぽこ】※2ヶ月継続時初月無料,株式会社ZITTO,14048,その他 株式会社ZITTO 全国約500施設以上のクーポンが利用できる月額サービス【クーポンぽこ】※2ヶ月継続時初月無料,"新規月額課金登録完了 2,030円（税込）",未提携,afb
マンガ・書籍・雑誌も読める総合電子書籍ストア【いつでも書店】※2ヶ月継続時初月無料,株式会社ZITTO,14049,本・雑誌 株式会社ZITTO マンガ・書籍・雑誌も読める総合電子書籍ストア【いつでも書店】※2ヶ月継続時初月無料,"新規いつでも書店550円(税込)コース登録 1,522円（税込）",未提携,afb
"映画やドラマなど10,000本以上の作品がお得に見れる月額サービス【mieru-TV】※2ヶ月継続時初月無料",株式会社ZITTO,14050,"映画・音楽・動画 株式会社ZITTO 映画やドラマなど10,000本以上の作品がお得に見れる月額サービス【mieru-TV】※2ヶ月継続時初月無料","新規月額課金登録完了 1,776円（税込）",未提携,afb
初対面を好印象にする、薄い開けない名刺入れ【スライドサム】,株式会社sion works,14055,眼鏡・時計・小物 株式会社sion works 初対面を好印象にする、薄い開けない名刺入れ【スライドサム】,新規商品購入 11.77％（税込）,未提携,afb
【afb限定】【kaspersky（カスペルスキー）】次世代セキュリティ製品,Kaspersky Lab Singapore Pte Ltd,,,初回購入 22％（税込） ※ポイント付与上限：購入額の20％まで ※カスペルスキープレミアムが購入されると、 カスペルスキーセーフキッズ1年間無料の成果も発生しますが、付帯サービスのためこちらは0円となります。 Standard 1Y1D：,,afb
全国50店舗で展開している低価格・本格オーダースーツ【オーダースーツSADA】,株式会社オーダースーツSADA,14046,メンズファッション 株式会社オーダースーツSADA 全国50店舗で展開している低価格・本格オーダースーツ【オーダースーツSADA】,"WEB予約からの来店完了 4,230円（税込）",未提携,afb
youbride（ユーブライド）無料会員登録プロモーション,株式会社IBJ,,,"女性無料会員登録：1,100円(税込)男性無料会員登録：2,537円(税込)",,afb
スニーカー・ストリートウェア【StockX（ストックエックス）】,StockX LLC,13748,メンズファッション StockX LLC スニーカー・ストリートウェア【StockX（ストックエックス）】,商品購入 0.84％（税込） （スニーカー、ストリートウェア、コレクターズアイテム） ※リピート購入OK ※NFTは成果対象外 ■報酬条件■ ①スニーカー、ストリートウェア＆コレクターズアイテム、 トレーディングカード、電子機器、アパレル、,未提携,afb
累計販売個数250万個突破！【国産高品質 ボディメイクブランドULTORA】,株式会社ULTORA,13986,筋肉サプリ・プロテイン 株式会社ULTORA 累計販売個数250万個突破！【国産高品質 ボディメイクブランドULTORA】,商品購入 8.36％（税込） ※リピート購入OK ※ポイント付与上限：購入額の7.6％まで,未提携,afb
子供靴のサブスク【Kutoon（クトゥーン）】,株式会社SlowFast,,,"課金開始時(トライアル申込み30日後) 1,691円（税込）",,afb
家で待つだけ-靴クリーニング専門店【Kutoon Wash（クトゥーンウォッシュ）】,株式会社SlowFast,,,"WEBからの初回申込（5,000円以上の注文） 845円（税込）",,afb
栄養バランスを考えたママ向け冷凍宅配お弁当【ママの休食】,株式会社MYPLATE,13936,食材宅配 株式会社MYPLATE 栄養バランスを考えたママ向け冷凍宅配お弁当【ママの休食】,"お弁当定期便 初回購入 2,283円（税込）",未提携,afb
【イオンのKAJITAKU】家事代行 / クリーニング プロモーション,アクティア株式会社,,,"新規の家事代行 申し込み 2,200円（税込） 新規のクリーニング 申し込み 2,200円（税込）",,afb
買うよりお得で清潔な布団のサブスクサービス【RAKUTON（ラクトン）】,株式会社ライフクリエーション,13950,家具・インテリア 株式会社ライフクリエーション 買うよりお得で清潔な布団のサブスクサービス【RAKUTON（ラクトン）】,新規WEB申込後、商品受け取り確認 71.5％（税込） （3728円(税込)の分で契約された場合2343円(税込)相当) ※ポイント付与上限：初回支払い額の65％まで,未提携,afb
手軽にアンチエイジングを【DIMANI RF美顔器】,株式会社Growthcanvas,,,"新規商品購入 12,691円（税込）",,afb
アミノ酸誘導体ナールスゲン配合【Kobe rich laboratoryオンラインストア】,株式会社Kobe rich laboratory,13958,スキンケア 株式会社Kobe rich laboratory アミノ酸誘導体ナールスゲン配合【Kobe rich laboratoryオンラインストア】,商品購入 11％（税込） ※リピート購入OK,未提携,afb
コンパクト電動バイク【Aioon(アイオーン)】,株式会社アップシェア,13959,AV・家電 株式会社アップシェア コンパクト電動バイク【Aioon(アイオーン)】,"電動バイク本体の購入(リピート購入も成果対象) 12,100円（税込）",未提携,afb
デジハク｜理想を現実へ導くマンツーマン動画編集スクール,UNIT BASE株式会社,,,"WEB予約後、説明会参加完了 8,461円（税込）",,afb
煩雑な仮想通貨の損益計算をシンプルに【Gtax】,株式会社Gtax,,,無料会員登録完了 110円（税込）,,afb
【モグモ】累計300万食突破！幼児向け冷凍宅食サービス,株式会社Oxxx,13967,食材宅配 株式会社Oxxx 【モグモ】累計300万食突破！幼児向け冷凍宅食サービス,"初回セット購入 2,750円（税込）",未提携,afb
【解約不要で安心】たるみ世代専用の飲むエイジングケア”ツバメの輝きパウダー”12週間プログラム,studio株式会社,,,"※ポイント付与上限：購入額の50％まで 初回購入12週間プログラム 3,383円（税込）",,afb
【Healmate（ヒールメイト）】既婚者専用マッチングコミュニティ,レゾンデートル株式会社,,,"新規会員登録完了後の本人承認完了 男性：1,691円(税込)女性：422円(税込)",,afb
エアガン・サバゲー用品を売るなら【サバゲータウン】,株式会社VOLCA,14009,買取 株式会社VOLCA エアガン・サバゲー用品を売るなら【サバゲータウン】,"WEB査定申込後、30日以内の買取成立 1,650円（税込） ※リピート申込OK",未提携,afb
ご利用継続率96％！日本で最も実績のある家事代行サービス【ミニメイド・サービス】,ミニメイド・サービス株式会社,,,"新規問合せ 4,400円（税込）",,afb
フードロス削減のための会員制通販サイト【トクポチ】,株式会社STRK,14022,食品・産直品 株式会社STRK フードロス削減のための会員制通販サイト【トクポチ】,新規有料会員登録 ┗スタンダードプラン：337円(税込)┗プレミアムプラン：337円(税込),未提携,afb
どんな車も0円以上買取保証！車買取査定【カーネクスト】,株式会社カーネクスト,14025,車検・車買取査定・購入 株式会社カーネクスト どんな車も0円以上買取保証！車買取査定【カーネクスト】,"WEBからの初回申込後、30日以内の査定完了 3,630円（税込） ▼ポイント媒体様 WEBからの初回申込後、買取成約完了 12,691円(税込) ※ポイント付与上限：10,000円まで",未提携,afb
どんな車も高価買取！廃車買取サービス【カーネクスト】,株式会社カーネクスト,14026,車検・車買取査定・購入 株式会社カーネクスト どんな車も高価買取！廃車買取サービス【カーネクスト】,"WEBからの初回申込後、30日以内の査定完了 3,300円（税込） ▼ポイント媒体様 WEBからの初回申込後、買取成約完了 12,691円(税込) ※ポイント付与上限：10,000円まで",未提携,afb
ママ専用スクール【Famm（ファム）】動画クリエイター講座,株式会社TIMERS,,,"WEB申込後、15日以内の電話説明会にて本人確認 3,383円（税込） ポイントサイト様条件：講座申込完了（契約完了） 46,537円(税込)",,afb
AIxVRビジネス英会話のスマチュー【Smart Tutor（スマートチューター）】,株式会社プラスワン・ジャパン,,,"WEB申込後、無料体験完了 2,537円（税込）",,afb
[スマートフォン専用]若手ハイエンド向け転職サイト『ASSIGN』,株式会社アサイン,,,"アプリインストール後のキャリア診断完了 2,794円（税込）",,afb
TERADAトランクルーム,寺田倉庫株式会社,,,"WEBからお問い合わせ/見学予約後の来場完了 10,153円（税込）",,afb
資格試験・取得とスキルアップに強い資格の学校【資格スクール 大栄（DAIEI）】,株式会社リンクアカデミー,,,"WEBからの資格講座 資料請求 1,268円（税込）",,afb
未経験からフリーランスを目指せる動画編集スクール【CREATORS JAPAN（クリエイターズジャパン）】,ハズム株式会社,,,"申込完了 11,000円（税込）",,afb
植物の力×ナノ技術 染めない毛髪ケア ハリコシ・ボリュームアップ【SUNA BIOSHOT スカルプエッセンス ダブルブラック】,株式会社NIL,13773,その他ヘアケア 株式会社NIL 植物の力×ナノ技術 染めない毛髪ケア ハリコシ・ボリュームアップ【SUNA BIOSHOT スカルプエッセンス ダブルブラック】,初回購入 44％（税込） ※ポイント付与上限：購入額の30％まで,未提携,afb
【afb限定】【G-ZERO COIL FACIAL MASK】新コイルテクノロジー美顔器マスク,原末石&#40572;株式会社,13800,ボディケア 原末石&#40572;株式会社 【afb限定】【G-ZERO COIL FACIAL MASK】新コイルテクノロジー美顔器マスク,"初回購入 8,461円（税込）",未提携,afb
スマホで家計診断！お金の無料相談サービス【オカネコ】※旧お金の健康診断　【LINEともだち追加】プロモーション,株式会社400F,,,メールまたはLINE会員登録 330円（税込）,,afb
ストレッチを取り入れた最新ダイエット【e-stretchイーストレッチ】,株式会社T-fit,,,"WEBからの無料カウンセリング予約後、来店完了 11,000円（税込）",,afb
探偵なら大手総合探偵事務所・興信所の【MR（エムアール）】,株式会社MR,,,"WEBからの無料相談申込 15,230円（税込）",,afb
ファッション・コスメ求人ブランド数No.1エージェントサイト【iDA】,株式会社iDA,,,"新規WEBエントリー 2,200円（税込）",,afb
