ドメイン,DR,備考
ohmugi-kyusyoku.jp,4.7,
ofuji-kogyo.jp,0.7,
xn--fdkn2gc.jp,0.0,
nissannk.jp,0.0,
nifm.jp,3.3,
newton-web.jp,9.0,
worldacademy.jp,2.8,
netter.jp,0.0,
web-select.jp,4.2,
net-solutions.jp,0.0,
t-us.jp,0.6,
mrstick.jp,0.3,
tooki.jp,18.0,
motherapples.jp,2.3,
the-gates.jp,4.6,
mk1221.jp,0.1,
miu-clinic.jp,0.0,
minamiaichi.jp,0.2,
smart-law.jp,6.0,
libarts.jp,0.0,
la-m.jp,0.0,
kotobuki-s.jp,0.0,
kikoeru-hochouki.jp,1.8,
polaris888.jp,0.0,
kikimaki.jp,0.0,
pearlbeauty.jp,0.0,
kenko-bijin.jp,0.0,
keiji-musashinomori.jp,1.0,
katsunou-lab.jp,13.0,
kakyo.jp,0.0,
o-k-k.jp,1.0,
inzai-kankou.jp,9.0,
infinity-japan.jp,0.6,
inawashiro-hanamaru.jp,1.0,
nimil.jp,0.9,
imleap.jp,0.0,
iconclub.jp,1.8,
hoyasake.jp,4.9,
gospelonline.jp,2.0,
ncda.jp,2.3,
goldenexpo.jp,11.0,
flag-cms.jp,0.0,
mogtas.jp,1.4,
firemon.jp,1.2,
egoffice.jp,1.7,
luvia.jp,1.2,
ediets.jp,0.0,
daigakujukenkan.jp,0.1,
c-liv.jp,7.0,
b-liber.jp,0.7,
bika.jp,0.1,
beauty-amusement.jp,0.3,
artmake-mania.jp,2.2,
aquacom-kyoto.jp,0.0,
katazuke-puro.jp,0.0,
akatsukifes.jp,0.0,
kaitori-fujiichi.jp,0.0,
airconrescue.jp,7.0,
itech-eng.jp,0.9,
aeras-ikebukuronishiguchi.jp,0.0,
7tsuya-ofuna.jp,7.0,
horitada.jp,11.0,
ebrand21.jp,0.0,
dsmjapan.jp,0.0,
cruisetrip.jp,0.3,
asnalcc-recruit.jp,0.0,
arkadiamond.jp,0.1,
ams-koyukai.jp,0.0,
taruishoko.jp,4.4,
xn--68j5ev12p.jp,0.0,
nt7.jp,0.0,
nfb.jp,0.0,
gtq.jp,0.5,
xn--ccka2b0bj4c9h.jp,0.0,
zenryukyo.jp,2.0,
wamingu.jp,8.0,
trust-os.jp,2.5,
tokyo-revival.jp,0.9,
tohoku-koki.jp,0.0,
tints.jp,3.9,
thetime.jp,1.6,
t-daiken.jp,1.4,
tani4.jp,6.0,
taiway.jp,0.2,
sy-k.jp,2.1,
swift-migration-guide.jp,1.6,
support-giving.jp,2.8,
spain-market-festa.jp,22.0,
soloworkout.jp,0.3,
shugo-chara-ltrcafe.jp,2.7,
shop-coupon.jp,0.0,
shoken-kogyo.jp,32.0,
xn--gmq18dnz1b5gap87go5q.jp,0.0,
xn--tckmb9md8h.jp,0.0,
xn--cck6cps2gsd.jp,0.5,
sho-in-webschool.jp,2.0,
shionomori-okinawa.jp,1.8,
worldfactory.jp,0.0,
sela.jp,0.0,
san-wa.jp,0.0,
sakatsunosa.jp,9.0,
saikadesign.jp,0.0,
rubber-boots.jp,17.0,
rebee-flower.jp,4.7,
petsalon-annie.jp,0.1,
nozomi-tosho.jp,0.2,
nouvent.jp,2.6,
nouen-club.jp,1.0,
nittsu-necl-visibility.jp,0.3,
mocha-hair.jp,0.4,
mire.jp,0.0,
minimini-kishibe.jp,0.0,
sidebiz.jp,0.0,
mega-group.jp,0.5,
matsushoen.jp,0.0,
lites.jp,0.0,
kuroda-kazumi.jp,1.1,
knc-umeda.jp,0.2,
serkage1016.jp,0.0,
kimoto-adv.jp,0.0,
keirin-futomomo.jp,13.0,
kattemeal-ueda.jp,2.7,
kasugabaru-t-living.jp,0.0,
ruido.jp,1.2,
kaiyuu.jp,0.0,
kaigun.jp,0.0,
pleasurable.jp,0.0,
jpeople.jp,0.0,
parchmentcraft-w.jp,1.4,
okizero.jp,6.0,
okayamagets.jp,4.2,
office-imai-pp82.jp,0.6,
ococ.jp,0.0,
jitte.jp,0.0,
jimmy-murata.jp,0.1,
ikesuta.jp,2.9,
idpr.jp,8.0,
nishikou.jp,0.1,
motto2tosa.jp,0.9,
hokenjoho.jp,6.0,
mishou.jp,0.3,
higokinko.jp,1.2,
haihai.jp,0.0,
go346.jp,0.8,
mayfactory-recruit.jp,3.7,
gm-project.jp,0.0,
gamalovefes.jp,13.0,
kyoya-estate.jp,0.0,
free-live.jp,0.7,
kurano-s.jp,1.0,
freedim.jp,1.4,
econosystem.jp,19.0,
kikuchi-cosmos-kai.jp,3.0,
earcleaning.jp,4.2,
coinchain.jp,0.0,
cocosauna.jp,4.0,
captain-corsaire.jp,0.0,
bus-tehaiya.jp,0.0,
busne.jp,8.0,
benriyanext.jp,0.0,
ikiikihiroshima.jp,0.0,
bemoti.jp,10.0,
badgemaker.jp,0.0,
automaticmarketing.jp,2.9,
atweb.jp,3.7,
hairdrive-machine.jp,0.0,
antique-kimono.jp,0.0,
annin.jp,0.0,
ai-card.jp,16.0,
27tryangledesign.jp,0.0,
fujisan-farm.jp,0.1,
24ss.jp,0.0,
0120141417.jp,2.9,
easterblue.jp,0.0,
bigparkcow.jp,0.3,
betterbeta.jp,0.0,
awera.jp,0.0,
ateliernest.jp,0.0,
acend.jp,6.0,
haa.jp,0.5,
cb1.jp,0.0,
xn--7orva4gp79abodurv177c7a.jp,4.2,
xn--gckg0b0b8evmbbb4571m14od.jp,0.0,
yutanijuku.jp,0.0,
yurarinoyo.jp,0.0,
yamakawa-co.jp,0.8,
yama-chan.jp,0.6,
worldhouse.jp,2.9,
wakubi.jp,0.0,
tuberan.jp,0.0,
toshioka.jp,0.6,
tools-web.jp,3.2,
t-kato-sumida.jp,1.0,
techgamer.jp,0.0,
tanakadental-numazu.jp,0.0,
taifuku.jp,8.0,
su-ru.jp,12.0,
summersuite.jp,0.0,
suibun.jp,1.7,
xn--m7r030bkof2vqxqf.jp,0.0,
soleil-ueno.jp,0.5,
smartlife-kyoto.jp,1.5,
smart-insurance.jp,0.0,
sizuru.jp,0.0,
sibata.jp,0.0,
serpscope.jp,0.0,
web-taxi.jp,8.0,
sengenbango.jp,1.4,
seihospecial.jp,11.0,
trustone.jp,0.1,
toshu-k.jp,0.0,
sagamionochuo-park.jp,7.0,
rvpa-kuiwatesan.jp,1.9,
room-design.jp,0.0,
rimmir.jp,2.4,
tattoos.jp,0.0,
p-newgin.jp,0.7,
taiyods.jp,4.6,
planethair.jp,3.2,
suzuki-kyousei.jp,0.0,
ph-hakuraku.jp,0.0,
supplin.jp,0.0,
otocoba.jp,7.0,
orlando.jp,0.0,
noris.jp,0.0,
nakagawa-ganka.jp,2.1,
naitokensetsu.jp,3.0,
smarterbeta.jp,0.0,
multilingual.jp,0.1,
morie.jp,0.0,
morideshinai.jp,0.0,
monster-cbd.jp,4.6,
mofu2.jp,0.0,
saneishoji.jp,0.4,
metime.jp,0.0,
matukiyokeori.jp,1.3,
maru-shou.jp,1.0,
rizotaku.jp,1.0,
lychee.jp,0.4,
resiliencyofmind.jp,12.0,
repair-club.jp,0.6,
reacs.jp,6.0,
polysis-rd.jp,0.3,
lullpique.jp,0.0,
linkme.jp,0.0,
la-ebisugg.jp,9.0,
padoma-yoga.jp,0.0,
kotakamori.jp,1.7,
kiyoshi-otakara.jp,2.0,
okinawashiawase.jp,3.0,
oisee.jp,0.0,
ohki-atsushi.jp,1.7,
npo-iso.jp,0.5,
kfarm.jp,0.0,
night3.jp,0.2,
newsfeed.jp,0.0,
kensyuservice.jp,3.1,
kbbf.jp,3.8,
multiwork.jp,0.1,
joblist.jp,0.0,
i-o-i.jp,0.0,
interhigh.jp,8.0,
hokuseirenshop.jp,3.2,
mister-ft.jp,0.9,
minigame.jp,0.0,
mikawa-co.jp,9.0,
hirofumiono.jp,0.1,
megurist.jp,4.2,
mcdonalds.jp,0.0,
himeji-kaitori.jp,0.3,
hansya.jp,3.7,
handmade-parts.jp,0.0,
hami-tech.jp,0.5,
live-art.jp,0.0,
greenlee.jp,0.0,
lildots.jp,0.0,
go-matsuri2022.jp,24.0,
gokids.jp,0.0,
k-sawai.jp,0.0,
gjsd14.jp,3.2,
ginzapet.jp,1.0,
kirara-co.jp,0.0,
kirakirahouse.jp,0.0,
furukawakoumuten.jp,0.1,
frat-web.jp,0.0,
fotobo.jp,0.0,
kankyouken.jp,0.3,
evaluate.jp,0.0,
erilog.jp,0.1,
enokidake.jp,0.0,
ilost.jp,0.0,
housebecome.jp,0.1,
hotakayusei.jp,3.9,
english4kids.jp,0.9,
dx-live.jp,0.1,
dokumo.jp,0.4,
hillsdirect.jp,0.0,
hideo-terada.jp,0.0,
daito-energy.jp,0.0,
cleandiamond.jp,0.0,
chofu-wifi.jp,0.2,
gordes.jp,1.5,
chem-force.jp,0.0,
caucaushop.jp,0.0,
candy-mama.jp,0.1,
bykoransha.jp,0.5,
bottle-keep.jp,0.0,
bito.jp,0.0,
bitinc.jp,0.0,
beauty-skin.jp,0.5,
baten.jp,0.0,
essencebase.jp,4.0,
avexdm475.jp,10.0,
athome-c.jp,0.7,
arc-ocean.jp,0.7,
eguegu.jp,1.2,
anesia-f.jp,1.0,
amo-phys-s-u-tokyo.jp,2.5,
amoon.jp,1.3,
daiichi-exp.jp,0.0,
cleardrum.jp,0.0,
air-international.jp,0.0,
aimode.jp,0.0,
ai-asahi.jp,0.7,
afterrain.jp,0.0,
carac-shiroi.jp,0.0,
actcomputer.jp,0.0,
8promise-shibatarieir.jp,1.3,
3-salon.jp,0.2,
xn--uiq.jp,0.0,
xn--n8jubyab8b8nua1076f0v9de60a.jp,0.0,
xn--0cktc7c2a1450bve5b.jp,0.6,
xn--t8j0ayjlb6gl2vikvc.jp,0.0,
znext.jp,0.0,
yutoku-ph.jp,5.0,
yaizugurumeguri.jp,7.0,
wonder-work.jp,1.2,
winterior.jp,0.0,
we-unite.jp,5.0,
web-int.jp,5.0,
volga.jp,2.1,
vanillacat.jp,0.1,
uracata.jp,0.0,
uechiryu.jp,2.9,
top-roof.jp,0.4,
tenmariha.jp,0.0,
teigeki.jp,0.0,
xn--tckta3d4gp49t3cd8zao40b.jp,0.5,
tack-z.jp,0.0,
tabesapo.jp,0.3,
sunnyshop.jp,18.0,
sunny-marriage.jp,0.7,
strip-chat.jp,0.1,
soleil-kawaguchi.jp,0.5,
well-point.jp,0.0,
shop-r.jp,0.0,
shinshinkyushu64.jp,0.0,
voicenet.jp,0.0,
shine-hop.jp,0.0,
shakainomado.jp,0.0,
romane.jp,0.2,
to-sei.jp,0.0,
reddragon.jp,0.0,
reality-web.jp,0.0,
tokyoonline.jp,0.4,
tokiwakougyou.jp,0.0,
premiumrent-life-agents.jp,0.0,
premium-gourmet.jp,0.0,
tamiflu.jp,0.0,
pracareer.jp,2.0,
photobook-style.jp,0.0,
pagi-cpa.jp,0.4,
orchid01.jp,0.0,
opticalcraft.jp,2.2,
souarch.jp,0.5,
omegapoint.jp,0.7,
ncu-innovation-fellowship.jp,2.6,
nagawood.jp,10.0,
nabako-giftbox.jp,0.0,
mmcweb.jp,0.5,
miyazaki-sss.jp,0.2,
residencecard.jp,4.3,
miki-kanrieiyoushi-mama.jp,0.0,
mahalo168.jp,0.3,
premium-story.jp,0.0,
livegoods.jp,16.0,
linkcup.jp,0.0,
kinki35.jp,0.0,
pokecology-researchcp.jp,10.0,
kanto-k.jp,0.0,
kansai-ecoclearing.jp,0.0,
kaihoudo.jp,2.2,
jukoubou.jp,0.7,
japan-counseling.jp,0.4,
nikai-nobuyasu.jp,1.6,
inadani-tour.jp,9.0,
hotmeme.jp,0.2,
hitogumi.jp,0.0,
murata-seni.jp,18.0,
monoa.jp,0.0,
moji-club.jp,2.1,
hierbasdeibiza.jp,0.0,
harusuta.jp,0.0,
hame.jp,0.0,
maruhori-yasai.jp,6.0,
mantenshop.jp,0.6,
manas-bija.jp,2.3,
hadashi-run.jp,2.5,
golden-balance.jp,0.0,
gasuki.jp,0.3,
koyama-shoukakinaika.jp,0.0,
gaal.jp,7.0,
kidsfab.jp,0.0,
kendaku.jp,0.0,
kattaman.jp,0.0,
fxfx.jp,0.0,
flextime.jp,2.5,
finefoods.jp,6.0,
facloud.jp,0.5,
espstudent-cstaff.jp,3.0,
interior-worker.jp,0.0,
errors.jp,0.0,
hotstension.jp,0.9,
equalcoffeefilter.jp,0.0,
horseracing.jp,0.0,
eplan.jp,2.4,
hiroshi-yakiyama.jp,0.0,
docoreform-west.jp,12.0,
hearts-corp.jp,19.0,
dellforce.jp,0.8,
data-driven.jp,6.0,
daedal.jp,0.0,
great-spirit.jp,1.4,
crystal-camellia.jp,0.4,
gerstein.jp,1.2,
comotech.jp,0.0,
comm-archive.jp,0.0,
cleardome.jp,0.0,
car-syuri.jp,0.0,
cable-athlete.jp,3.0,
businesscoaching.jp,0.0,
bulanmati.jp,0.0,
bizpale.jp,2.1,
amy-amy.jp,0.1,
ecodenki.jp,4.4,
alplaza-korien.jp,1.8,
dicoo.jp,0.0,
ai-srpa.jp,3.2,
add-on.jp,0.0,
3dgold.jp,0.0,
0119.jp,0.0,
culture-japan.jp,0.2,
corazonnail.jp,0.0,
cocolead01.jp,12.0,
club-f.jp,0.0,
c-h-s.jp,0.0,
bookly.jp,0.0,
boatguide.jp,0.0,
bestconsulting.jp,0.0,
atharmony-office.jp,1.3,
animalpost.jp,0.9,
xn--h4tr05e.jp,0.0,
rkn.jp,0.0,
08z.jp,0.0,
xn--71r560dbjec8p.jp,0.0,
xn--dkr60ruvikvbk1f1y5c.jp,0.0,
xn--uor090ip2egkr.jp,21.0,
xn--nbku14ggrhm3h30ar76ice0a.jp,0.0,
xn--ccka2b1bywc.jp,0.0,
zenmoku-data.jp,1.6,
yokabaisatei.jp,10.0,
ydo1997.jp,0.0,
yamayoshi-home.jp,3.5,
w-media.jp,0.0,
wisefinder.jp,3.5,
valuable.jp,4.9,
uoden.jp,0.8,
umechazuke.jp,3.3,
triquetra.jp,0.2,
travisbean.jp,0.0,
tekisho.jp,3.8,
takeout-kobe.jp,3.9,
takami710.jp,0.0,
suzuyogroup.jp,6.0,
yoei-shopping2.jp,5.0,
suitecrm.jp,0.0,
worldnews.jp,0.0,
stopwar.jp,0.0,
soleil-jujo.jp,0.0,
varitone.jp,3.5,
smid2023.jp,11.0,
shuzou.jp,0.0,
shibata-jkigyou.jp,2.5,
shiawase-academy.jp,7.0,
shepherdinc.jp,1.6,
seishin-chikouken.jp,8.0,
travelocity.jp,0.0,
toriishi.jp,5.0,
ron2021.jp,8.0,
tax-watanabe.jp,0.0,
tamatebaco.jp,4.6,
risola.jp,0.0,
puana.jp,11.0,
privee-ange.jp,0.0,
premium-tech.jp,0.0,
p-nuts.jp,0.0,
osaka-shizoukyou.jp,22.0,
okdd.jp,0.0,
office-yell.jp,0.0,
shinonome-ba.jp,0.4,
nzinfo.jp,0.1,
nerikou.jp,0.3,
ncare-workers.jp,2.3,
nagoya-expressway-stamp.jp,13.0,
seiren.jp,14.0,
naebaco.jp,2.2,
my-pan-internship.jp,5.0,
riofamily.jp,2.4,
relaxmeister.jp,1.2,
myozenji.jp,0.0,
promate.jp,0.0,
myfairlife.jp,0.0,
musubi-online.jp,0.0,
mono-connection.jp,2.0,
pirateship.jp,0.0,
molt.jp,0.0,
mkmakane.jp,0.7,
miyatashoyuten.jp,3.6,
mito-yakiniku.jp,6.0,
nishiyama.jp,0.0,
misato-shoukoukai.jp,8.0,
minikorea.jp,0.0,
natamame-daisen.jp,1.8,
medicalaroma.jp,0.0,
luxurylife.jp,0.6,
lifeupdate.jp,0.0,
lifelog-bucket.jp,0.0,
leadeed.jp,6.0,
lamp-online.jp,0.0,
motsunabedining-tsukasa.jp,0.0,
kotosencha.jp,1.3,
ki-withglobal-nagoya.jp,0.0,
kita1010-e-clinic.jp,13.0,
kf-realty.jp,1.0,
k-b-s.jp,0.0,
kasegou.jp,0.0,
mirai-cr8.jp,0.1,
kandamachi-seitai.jp,0.0,
kanatsu.jp,0.0,
maybond.jp,0.0,
jssf2021.jp,5.0,
log25.jp,0.1,
jokinsui.jp,2.0,
jippo.jp,3.9,
issue-management.jp,0.7,
ishikawakensetu.jp,0.4,
ky-housing.jp,0.0,
ishikawa2004.jp,0.0,
inuzukaseimen.jp,1.7,
i-eternal.jp,0.0,
ieap.jp,4.6,
godvalley.jp,0.1,
gerogyokai.jp,3.6,
kanmon-j.jp,0.0,
funcash.jp,0.0,
fukugyo-hikaku.jp,0.0,
kaika-crowdfunding-stage.jp,0.0,
ferment.jp,2.2,
empartners.jp,0.0,
dx-saga.jp,8.0,
drsuisosui.jp,0.0,
dowell-eco.jp,0.0,
discoverycollege.jp,0.0,
iqos-system.jp,0.0,
daiichi-inc.jp,9.0,
ikikiyougashi.jp,0.0,
dahlia-hbs.jp,0.0,
crufter.jp,0.0,
horumonya.jp,0.0,
heartstory.jp,0.5,
hbsalon.jp,0.2,
hauss.jp,6.0,
hankokitaji.jp,7.0,
grow-forward.jp,3.6,
connect-l.jp,4.5,
coffeecarako.jp,4.1,
codingacademy.jp,0.0,
cloudagent.jp,1.7,
foodlearning.jp,9.0,
follow-ltd.jp,1.9,
claret.jp,0.6,
enomoto-farm.jp,0.0,
energy-education.jp,0.0,
ciaful.jp,2.6,
chikiban.jp,0.9,
driving-force.jp,0.0,
chargie.jp,0.0,
carnel.jp,0.0,
care-friends.jp,0.0,
bridge-kyoto.jp,2.3,
bokucho.jp,0.0,
cr-base.jp,0.6,
body-oasis.jp,0.0,
blanding.jp,0.0,
batic.jp,2.1,
baseball-academy.jp,1.2,
aturn.jp,0.0,
atryz-group.jp,0.0,
asia-j.jp,0.0,
chiko-petsalon.jp,0.0,
aqut.jp,0.0,
aok3.jp,0.0,
akiyanokanri.jp,3.1,
ai-am.jp,0.0,
carbonite.jp,0.0,
caffeitalia.jp,0.5,
aga-ranking.jp,0.0,
aeras-yoyogi.jp,0.0,
aeras-meguro.jp,0.0,
7hills.jp,0.0,
529790.jp,0.0,
2525cycle.jp,0.0,
avatalk.jp,1.1,
1122.jp,0.0,
athlete475.jp,0.1,
alsok-nihonguard.jp,0.0,
af-horizons.jp,0.0,
adic.jp,0.0,
xn--0ck9c0c.jp,0.0,
gpc.jp,0.0,
xn--hdkh.jp,0.0,
xn--edk8azcf9629at3rgme9o4a.jp,1.1,
xn--3kqu8hquk93fb2g.jp,0.0,
xn--3kqw43a8o0b0oaq2n.jp,17.0,
xn--t8j0csa6dq7357b174f.jp,0.0,
wpjob.jp,0.0,
webfly.jp,0.0,
usawata.jp,8.0,
ucue.jp,0.0,
uandi-jhb.jp,11.0,
towerticket.jp,0.0,
tosa-ms.jp,3.3,
tokai-gannpro.jp,8.0,
xn--yck7ccu3lc6913c18his4f.jp,0.0,
therapit.jp,0.0,
the-gold-wifi.jp,0.0,
tenishoku.jp,0.0,
xn--tckew0c0bxeth0c.jp,0.6,
tccp.jp,0.0,
yums.jp,0.0,
yokohamatp.jp,0.0,
yogalabo.jp,0.0,
tamazen-midoriku.jp,1.5,
webmap.jp,0.0,
webkuro.jp,0.0,
systemtelescope.jp,0.0,
wakawashikai.jp,0.7,
vr-bitchu-takamatsucastle.jp,6.0,
sun-sea.jp,0.0,
studyfujishima.jp,0.0,
studio11.jp,0.0,
u-community.jp,0.0,
stone-shack.jp,0.0,
standingdesk.jp,0.1,
smedia2.jp,0.0,
top-net.jp,4.5,
shinshuwakamono-miraikaigi-fes2025.jp,3.4,
seby.jp,0.0,
roobal.jp,2.9,
rise-human-resources.jp,0.0,
team-wizard.jp,4.8,
rise-consultant.jp,0.0,
reutterporcelain.jp,0.1,
relationship-india.jp,21.0,
recplus.jp,0.0,
quesera-sera.jp,0.0,
qtrip.jp,0.8,
plugin-inc.jp,0.0,
photographics.jp,0.1,
sojijibase.jp,0.0,
petim.jp,7.0,
sixty82-doughty.jp,9.0,
six-archi.jp,10.0,
pecos.jp,0.0,
shinshimizu-cl.jp,0.0,
shienn.jp,0.0,
serendipitously.jp,0.0,
pecori-five.jp,0.5,
saishoo.jp,1.3,
pagepark.jp,6.0,
oriental-osteopathy.jp,0.0,
nowl.jp,0.0,
riboc.jp,0.0,
noririn.jp,0.0,
re-prost.jp,0.4,
noriblo.jp,0.0,
newton-shop.jp,0.0,
neuralcloud.jp,0.0,
neo-space.jp,0.0,
nanohana-hoiku.jp,0.0,
nakamura-trading.jp,0.0,
nadeshiko-nail.jp,4.5,
mon-yo.jp,0.0,
monument.jp,8.0,
pcjchubu.jp,13.0,
mogumogu-log.jp,0.0,
mgri.jp,1.6,
oceano.jp,0.3,
matchingmarketing.jp,2.9,
matane.jp,0.0,
maruigousen.jp,0.0,
nishinihon-sangyo.jp,0.0,
next-field.jp,0.0,
localfishcan.jp,9.0,
learningcom.jp,0.0,
l-a-p.jp,6.0,
naruto-herbs.jp,5.0,
ksn-inc.jp,0.0,
nanba-clinic.jp,0.6,
keirin-jinsei.jp,13.0,
kaori-honda.jp,0.1,
kaemidotenjin-sha.jp,8.0,
jse2022.jp,7.0,
midorigaoka-s.jp,0.0,
joe3.jp,0.2,
matsuiseikotsuin.jp,0.0,
infra-net.jp,0.0,
influential-persons.jp,0.0,
inbound-madoguchi.jp,2.7,
mantoc.jp,0.0,
immunosupport.jp,0.0,
imageconsulting.jp,0.0,
iki299.jp,10.0,
ikeda-hb.jp,0.0,
kurosima.jp,0.0,
kunsyudou-onlineshop.jp,4.6,
iepika-reform.jp,0.6,
ichiejapan.jp,0.1,
herptile2024.jp,4.0,
health-riza.jp,2.6,
junos.jp,0.0,
gritlink.jp,0.0,
xn--google-gv4euflc0087bs5cirpv48jnoxb.jp,0.0,
japanology.jp,0.0,
irie-inity.jp,8.0,
ion-gas.jp,0.0,
xn--fx-k83arc2ct0co36ns1csx2dda.jp,0.0,
flaps.jp,0.0,
felicita.jp,0.9,
imuzi.jp,0.0,
f1-ic.jp,0.1,
escio.jp,0.3,
emuo.jp,0.0,
e-gotsu.jp,0.0,
egoo.jp,0.0,
ec-next.jp,0.0,
hiratuka.jp,0.0,
doctorsearch.jp,0.4,
daughter.jp,4.6,
hashizume-sake.jp,4.7,
cosmama.jp,0.0,
gospellife.jp,0.0,
coolclever.jp,0.0,
comeca.jp,0.0,
flapup.jp,0.2,
clear-files.jp,0.6,
chat-girls.jp,0.0,
carmaking.jp,0.2,
etosetoland2012.jp,0.0,
canarios.jp,0.0,
bondsfactory.jp,0.0,
bering-watch.jp,0.0,
beauty-health.jp,1.0,
bcm1818.jp,0.6,
dotbee.jp,0.7,
bachiko.jp,0.0,
bac89.jp,0.0,
automationmarketing.jp,2.9,
athletetraining.jp,0.0,
aroq.jp,0.2,
ardercal.jp,6.0,
anthera.jp,0.0,
akira-do.jp,0.0,
agora-souzoku.jp,0.0,
boomnagoya.jp,0.0,
ads-wats.jp,0.0,
bitflake.jp,0.1,
bimakes-furniture.jp,0.6,
bfo-inc.jp,0.0,
aboutart.jp,0.0,
17kaigo.jp,12.0,
arcblock.jp,2.1,
all-hands.jp,0.0,
151-e.jp,0.0,
sanyoju-recruit.jp,2.1,
vnf.jp,0.0,
gjn.jp,0.0,
dlh.jp,0.0,
uiy.jp,0.0,
a2e.jp,0.0,
xn--edk8azcf9629a3nb4z3f97hwk8h3te.jp,3.6,
xn--n9jxke2lnb3c5989f.jp,0.0,
xn--fx-3s9cy42e01bm19f.jp,0.0,
xn--9ckkn2155h3li.jp,23.0,
xn--7cko4frb.jp,0.0,
xn--p8jk6mra9f.jp,0.0,
zontes.jp,1.7,
zendokyo.jp,0.0,
yseleven.jp,0.0,
y-misora.jp,0.4,
yane-110.jp,0.0,
yamato-reform.jp,0.0,
worshipleadershipacademy.jp,3.0,
wiwiw.jp,0.0,
xn--u9jva1a8628g.jp,0.0,
with-ad.jp,0.0,
ueshita.jp,0.0,
tust.jp,0.3,
tsf-chunichi.jp,0.0,
xn--ickn1f2f.jp,0.5,
total-dance-haoli.jp,1.0,
xn--1ckucyc8a.jp,0.0,
xn--icko4a0b0b.jp,0.5,
tonooka.jp,0.0,
theapark.jp,0.0,
tb-otomodachi.jp,1.3,
tayoshi.jp,2.3,
tatewaki.jp,1.4,
sunterrace-kanda.jp,0.0,
steadfast.jp,0.1,
startup-draft.jp,0.0,
stair-kk.jp,0.0,
spat4cp2025-2026.jp,16.0,
walleco.jp,10.0,
viage.jp,7.0,
soleil-shibuya.jp,0.6,
soba-kiharu.jp,0.0,
smilering.jp,0.0,
trust-in.jp,11.0,
townssilk.jp,0.0,
smile-parking.jp,0.0,
smart-store.jp,0.0,
tkso.jp,0.0,
smart-relation.jp,2.6,
s-leap.jp,0.0,
shopagent.jp,8.0,
shoes-ac.jp,11.0,
takakenhome.jp,0.7,
taisei-sangyo58.jp,0.8,
supermarine.jp,0.0,
shinshu-sake.jp,7.0,
seito-souken.jp,0.0,
rzsd.jp,0.0,
ringwell.jp,0.0,
rectro.jp,0.4,
soratokito.jp,0.0,
rankingoo.jp,0.0,
r5kyodoshiryokan.jp,0.8,
projectc.jp,1.1,
pradol.jp,0.0,
ppp999.jp,0.0,
pmjc.jp,0.0,
planetta.jp,0.0,
patina.jp,0.0,
otenki-boy.jp,0.4,
oc-stg.jp,0.0,
shin-osaka-sub.jp,0.0,
shinka.jp,0.0,
shiawase-enmusubi.jp,0.0,
notrynolife.jp,0.1,
saitama-konkatsu.jp,0.0,
saga-arasiyama.jp,6.0,
norikim.jp,0.4,
ruson.jp,3.2,
nibc.jp,1.1,
rinaclinic.jp,1.3,
ridecell.jp,0.0,
nhags.jp,0.0,
newmal.jp,1.2,
neovation.jp,0.0,
pwall.jp,0.0,
nekoze.jp,0.0,
n-air.jp,0.0,
mygreengolf.jp,1.6,
mutaguchi-seikei.jp,0.0,
plus-wan.jp,0.6,
montebootin.jp,0.0,
miyazaki-filmfestival.jp,1.5,
matsumuraiin.jp,1.0,
okitamamed.jp,2.8,
marvoco.jp,2.0,
ntjcc.jp,0.0,
n-pita.jp,5.0,
maru-katsu.jp,0.0,
luckypeople.jp,0.0,
lipid-life-science.jp,5.0,
leu-locati.jp,0.0,
kyoto-comtec.jp,0.0,
kwjsearch.jp,0.0,
kura-ryokan.jp,0.0,
nanairohoiku.jp,0.1,
nakameguro-links.jp,0.0,
kkassist.jp,0.2,
myagg.jp,0.0,
keyaki-sozoku.jp,4.4,
kato-sr.jp,0.9,
kaocara.jp,0.6,
millea-net.jp,0.0,
migi-ude.jp,0.0,
mediap.jp,0.0,
max-group.jp,0.0,
kaikoudo.jp,0.0,
kadai-kango.jp,2.1,
jpallet.jp,3.9,
jewelmiki.jp,9.0,
j1004.jp,0.0,
isigurosyoten.jp,14.0,
linoanela.jp,2.8,
liberte-square.jp,2.1,
hyogo-sea-ranger.jp,1.1,
hoyaboya.jp,0.0,
honey-parasol.jp,0.3,
kuukansetsukei.jp,0.0,
holley.jp,0.0,
healthtech.jp,0.8,
globalsupplychain.jp,12.0,
ketohare.jp,1.2,
fukuoka-takeout.jp,3.2,
fuji-acu.jp,0.6,
free-news.jp,2.5,
formlabs.jp,0.0,
k-2net.jp,1.0,
j-world.jp,1.5,
juncommunity.jp,11.0,
financialworks.jp,0.0,
ferisu.jp,0.4,
jbscompany.jp,0.0,
jaagou.jp,0.0,
exterior-riza.jp,2.6,
elle-est-belle.jp,11.0,
eagerbeaver.jp,3.6,
dream-font.jp,0.3,
dr-blue.jp,0.0,
honda-tile.jp,0.0,
donaru.jp,0.0,
hoken-net.jp,0.0,
dogsalonroukie.jp,9.0,
glotech.jp,5.0,
debon.jp,0.0,
gimin.jp,4.4,
gatherway.jp,2.2,
creative-hill-minamiawaji.jp,8.0,
creana.jp,0.0,
coco-scratch.jp,11.0,
cleanconcierge.jp,0.0,
casion.jp,0.0,
bs-luce.jp,4.3,
