"広告主ID","広告主名","広告主サイトURL","会社名","プログラムID","プログラム名","プログラム内容","コメント・注意事項（プログラム）","提携ステータス","期間開始","期間終了","CPC報酬","定額報酬","定率報酬","注文発生対象・条件","成果の承認基準","成果の承認基準（その他）","成果対象外条件","成果対象外条件（その他）","コメント・注意事項（オファー）","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","自己アフィリエイト可能","リスティング可否","カテゴリー1","カテゴリー2","カテゴリー3","カテゴリー4"
"2202796","スタディサプリ進路","http://shingakunet.com/?vos=nrmnvccp0000100","株式会社リクルート","2025905","【スタディサプリ進路】資料請求プログラム!!","■プログラム概要
・進学を考えている高校生が、将来なにをしたいかを発見し、それを実現するための学校探しをサポートするサイトです。 
・特徴
　└自分が将来やりたいことを見つけることができる
　└自分の目標や希望にあった学校を選ぶことができる
　└目標の学校が実際どんな学校なのか、オープンキャンパスの予約をしたり、入試・出願の情報を入手できる
・資料請求に対して所定の報酬をお支払いいたします。 

■成果
学校への資料請求や、願書の取り寄せで成果が発生いたします。一括請求と個別請求で報酬額が異なります。

一括請求：下記いずれかのページの”パンフを請求する”ボタンからの資料請求
https://shingakunet.com/net/shiryoIkkatsu/list/all/pamph/ (PC用)
https://shingakunet.com/smp/shiryoIkkatsu/list/all/pamph/ (SP用)

個別請求：上記以外からの資料請求
※経路による区分のため、資料請求した学校数は関係ありません。

■成果対象外
・重複、虚偽の注文
・テレメールは成果対象外。","■禁止行為
・自己申し込み
・検索エンジンに限らず「スタディサプリ進路」等のワードを含むクリエイティブでの広告出稿
・「スタディサプリ進路」内の情報と異なる情報を記載すること。特に個別の学校情報を記載する場合、誤った情報を記載しないようご注意ください
・上記事項が確認された場合は、提携解除させていただくとともに注文を拒否とさせていただきます

■注意事項
・アフィリエイトサイト経由の不正注文による関係各所への問い合わせが発生、または発生の可能性が高いと判断された場合、成果の拒否だけでなく提携を解除させていただきます

■掲載いただく際のお願い　※景品表示法に基づくお願い
・ステマと判断されないよう、「広告」等の表記を行うなど、広告掲載である旨が明瞭に伝わる記載をしてください
・一般消費者が「スタディサプリ進路」を実際のサービスよりも著しく優良または有利であると誤認するような表示はしないでください
・「スタディサプリ進路」のキャンペーン紹介をする際は、実施期間・条件などはサイト内の記載通りに表示してください
※ご対応いただけない場合、成果承認ができない場合や提携解除を行う場合がございます","審査あり","2009/04/21","","","762","","資料請求","資料請求:申込確認","一括資料請求と個別での資料請求で報酬金額が違います。","虚偽、いたずら、重複
登録不備","","※検索エンジン広告での「進学ネット」などのサイト名、
グループ名、社名（平仮名・アルファベット等表記含む）、個別の学校名などのワードを使っての誘引を禁止します。

検索エンジンに限らず「リクルート進学ネット」というワードを含むクリエイティブでの広告出稿を禁止します。また、「進学ネット」内の情報と異なる情報を記載することはご遠慮ください。特に個別の学校情報を記載する場合、ユーザーの誤解を招く恐れがありますのでご注意ください。

上記事項が確認された場合は、提携解除させていただくとともに注文を拒否とさせていただきますのでご了承ください。","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","","一部可","専門学校・スクール","","",""
"2201292","Yahoo!ショッピング(ヤフー ショッピング)","https://shopping.yahoo.co.jp/","LINEヤフー株式会社","2025875","Yahoo!ショッピング(ヤフーショッピング)","━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
「Yahoo!ショッピング」のアフィリエイトプログラムです。
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
★PRポイント★
Yahoo!ショッピングは幅広い品ぞろえと、最新のお買い得ネット通販情報が満載のオンラインショッピングモール。PayPay残高も使えてさらにお得！
また、アプリからの注文も成果対象となります！

■成果発生条件
ご紹介頂いた注文が成約した場合のみ報酬が支払われます。
※配送完了後に承認となります。

■成果対象外
虚偽・キャンセルの注文。
※広告クリック後の2回目以降の商品購入。 

■その他
当プロモーションの専用ツールや、知っておいて欲しい情報を「プログラム詳細ページ」でご紹介していますので
ご確認頂きアフィリエイト広告の掲載に、お役立て下さい。
【禁止】ポイント媒体のクリックインセンティブ枠への掲載はNGとなります。","・リスティング出稿の禁止ワードの詳細
・Yahoo!ショッピングのMyLink詳細
・Yahoo!ショッピング アフィリエイト Q＆A
などの注意事項をよくご確認の上、ご利用ください。

【掲載ページについて】
コンテンツが不十分だと判断した場合も提携解除をさせて頂きますので ご了承くださいませ。
例）サイトが1ページのみ、コンテンツが無くバナーの掲載のみ等","提携済み","2015/07/01","","","","0.93%","商品購入","商品購入:配送確認","","虚偽、いたずら、重複
注文キャンセル（クーリングオフ）","外部ストアでの購入
提携パートナー
ふるさと納税の寄付申し込み、ZOZOTOWN、Yahoo!マート、Apple Gift Card 認定店
新車、中古車体、中古バイク車体 (新車バイクはアフィリエイト対象)
レンタル、リフォーム、クーポン、家事代行などのサービス商材
ヤフーショッピング商品券の購入
広告クリック後の2回目以降の商品購入(商品を購入した時点でクッキーが削除されるため)
退店ストアからの注文は、報酬が発生しない場合もあります","注文が成約した場合のみ報酬が支払われます。
※商品の税抜金額に対価が発生します。
※定期購入は最初の注文のみがアフィリエイトの対象となります。","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","自己アフィリエイト可能","一部可","","","",""
"2195689","紀伊國屋書店ウェブストア","https://www.kinokuniya.co.jp/","株式会社紀伊國屋書店","2025766","紀伊國屋書店　ウェブストア","紀伊國屋書店ウェブストアは紀伊國屋書店が運営するECサイトです。書籍や雑誌、電子書籍等を購入できるオンラインストアを中心に、紀伊國屋書店の提供するウェブサービスを集約しています。購入した書籍を管理できるクラウドサービスや、リアル店舗の在庫を検索する機能もございます。★3,500円（北海道・九州除は4,900円）以上ご購入で送料無料!★和書、洋書、電子書籍、雑誌、DVD/CD 1,000万件のデータベースから商品を探して購入できます。★個別商品リンク【MyLink】に対応しています。自由テキストリンクよりご利用ください。サイト内の画像を使用可能です。★新規会員登録につきましては、報酬が発生しない仕様となっております。あらかじめご了承くださいませ。","","即時提携","2025/08/19","","","","3%","商品購入","商品購入:入金確認","","虚偽、いたずら、重複
登録不備
注文キャンセル（クーリングオフ）","返品","◆紀伊國屋書店ウェブストアの「和書」「洋書・洋古書」「電子書籍」「雑誌」「DVD・CD」のカートを経由した注文が報酬の対象になります。 ◆入金確認が報酬承認基準です。 ◆報酬対象外商品について・・当サイトで成果の対象外となるのは、雑誌の定期購読分(和雑誌/洋雑誌/電子書籍系雑誌)と、店舗受取注文、店舗の在庫検索機能を利用した注文、「http://www.kinokuniya.co.jp/ 」以外にリンクしてから購入する商品です。","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","自己アフィリエイト可能","一部可","","","",""
"2178193","ゆこゆこネット","https://www.yukoyuko.net/","株式会社ゆこゆこ","2025389","ゆこゆこネットキャンペーン","◇ゆこゆこネットとは◇
ゆこゆこネットは全国の温泉地を中心に3,000件以上の宿を掲載する宿泊予約サイトです。
1泊2食付の格安プランが満載で、ゆこゆこ限定の特典や最安値プランも多数掲載。
　
■報酬対象
・ゆこゆこネットに掲載のオンライン予約プラン全て
　
■人気のサービス
・1泊2食付9800円以下の宿特集
・バイキング宿特集　　　　など
　
■ゆこゆこを掲載するメリット
・平均宿泊単価が1万円以下と低単価な為、予約のハードルが低めです。1ヵ月以内の予約が約7割と直前予約が多いです。
　
■ターゲットユーザー
・温泉好きな人・近場に気軽に旅行したい人・低単価で回数多く旅行したい人","＜プログラムに関する注意事項＞
■電話での予約・成果対象外・重複注文・キャンセルは拒否とさせて頂きます
■サイト名、ページタイトル、コンテンツが、「ゆこゆこネット」もしくは株式会社ゆこゆこが運営すると誤解を与えるようなサイト構成は禁止です。
（『ゆこゆこネットはこちら』『yukoyuko.net』『温泉宿＠ゆこゆこ』『ゆこゆこnet宿泊予約』など）
■社名・サイト名（ゆこゆこ・ユコユコ・yukoyuko）を含む類似ワードのリスティング広告やリターゲティング広告・リマーケティング広告は一切禁止です。
■サイト名、ページタイトル、コンテンツ内容に、「ゆこゆこ 怪しい」「ゆこゆこ 評判 悪い」などのネガティブワードや誤解を与えるような表現での訴求も禁止です。
※本行為を行った場合、またその事実が確認された場合、注文キャンセル・提携解除等の措置をとらせていただきます。","審査あり","2019/01/01","","","","2%","予約完了","予約完了:本人利用・本人確認/申込確認","","虚偽、いたずら、重複
登録不備
注文キャンセル（クーリングオフ）","","オンラインでの予約後、宿泊が実行された場合に報酬をお支払いいたします。重複注文、キャンセルは拒否とさせて頂きます。
※システムの仕様上、宿泊予約後に変更された場合は成果を却下させて頂きます。
【注】社名・サイト名・ブランド名でのリスティング広告の購入は禁止とさせて頂きます。","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","","不可","","","",""
"2167483","L.L.Beanオンラインショップ（LLBean）","http://www.llbean.co.jp/?qs=2810131","L.L.Bean International","2025144","L.L.Bean公式通販サイト販促プログラム","★5,000円（税込）以上お買い上げで送料無料！！★
1912年以来、品質の高いアウトドア・ギアやウエアを提供しているアメリカの老舗L.L.Beanのアフィリエイト・プログラムです。メンズ、レディース、キッズと広範囲にわたるアメリカン・カジュアルをお届けしています。
アウトドア・ライフスタイル志向のお客様を集められるアフィリエイトサイト様の応募をお待ちしております。","【重要事項】
・ブランドイメージに合わないと弊社が判断したサイトについては提携解除、且つ、注文拒否とさせていただく場合もございます。
・コンテンツの中身が成立していないと弊社が判断したサイトについては提携解除させていただきます。
例　サイトのキャプチャ画像のみ掲載
　　クーポンコード掲載
※当該項目に違反していると判断した場合、
事前通達無しで対応する場合がございますので予めご了承ください。","審査あり","2016/11/10","","","","0.95%","","","","","","商品購入後の入金確認をもって、報酬発生の対象とさせていただきます。【マイリンク用CSV】http://www.vcmylink.com/list/ecid2167483.csv商標でのリスティングワードでの送客は禁止させていただいております。","MyLink対応","LinkSwitch利用可能","","ITP対応済","自己アフィリエイト可能","一部可","メンズファッション","ゴルフ・アウトドア","アパレル",""
"2164330","石橋楽器店","https://www.ishibashi.co.jp","株式会社石橋楽器店","2025068","楽器販売大手、石橋楽器オンラインショップです!","石橋楽器店が運営するオンラインショップには楽器が盛りだくさん!ギターやベース、ドラムはもちろん、ウクレレ、鍵盤楽器、管楽器まで様々な楽器が充実の品揃え! ★商品別個別にリンクさせる「My link」に対応しています。自由テキストより、ぜひご利用ください。","※2020/12/1にサイトリニューアルを行いました。ドメインがstore.ishibashi.co.jpからwww.ishibashi.co.jpに変更になっております。","即時提携","2024/12/01","","","","0.95%","商品購入","商品購入:入金確認","","虚偽、いたずら、重複
登録不備
注文キャンセル（クーリングオフ）","","【成果対象】

◆販売:
当社サイトにて取り扱い商品のみ、出荷2週間後キャンセル無しの場合
https://www.ishibashi.co.jp/　から始まるWebページからのご注文に限ります。
定率報酬は税込注文金額からの計算となります。

◆買取:定額報酬
楽器の宅配買取りが成立(但し、1,000円以上の宅配買取成約した場合に限る)
https://www.ishibashi.co.jp/kaitori/takuhai/　からのお申込に限る
※出張買取、持込買取、他URLからの宅配買取お申込は対象外です。
※2024/12/1～成約金額3,000円以上に変更致します。
※買取申込のみでは対象となりません。買取成約が成果対象となります。","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","自己アフィリエイト可能","不可","音楽・楽器・CD","","",""
"2161637","【JTB】国内旅行(宿泊+ツアー)予約サイト","https://www.jtb.co.jp/kokunai-hotel/","株式会社JTB","2024978","【JTB】国内宿泊予約(旅館・ホテル)と国内ツアー予約プログラム","●旅行会社JTBが提供する国内旅行(宿泊、ツアー)予約サイト
他社にはない魅力的なプランと豊富な在庫。高級旅館・ホテルから、 お得なシティホテル、大人気のディズニーホテルまで予約可能です。 また、るるぶトラベルプラン、JRや航空券(JAL,ANA)などの交通と宿泊がセットになったプランも好評。 割引クーポンやタイムセールプランも要チェック！

■報酬対象
・国内宿泊
・国内ツアー、国内ダイナミックパッケージ

宿泊または出発が実行された段階で1予約につきカウントされます。自己購入もOK！
管理画面への反映は宿泊日から5日後となります。","■成果対象外
・オンライン以外での予約
・レンタカーのみの予約
・スマートフォンアプリからの予約
・海外旅行商材
・添乗員同行/現地係員ツアー
・たび～と
・現地観光プラン・レジャーチケット
・高速路線バス

■禁止事項：
以下に当たる行為を確認した場合、注文非承認、提携解除等を行う場合がございますのでご了承ください。
【1】「JTB」「jtb」を含んだドメイン、または類似したドメインの利用 
【2】弊社社名・商標・サービス名等（打ち間違い、部分一致含む）でのリスティング出稿、また、直接弊社運営サイトへ遷移させる出稿（キーワード問わず）   
　　例）JTB、るるぶトラベル、エースJTB、アーリー・パークイン等  
【3】弊社社名・商標・サービス名等を画像もしくはテキストに含んだディスプレイ広告の出稿
【4】JTBが運営する公式サイトと誤認されるようなサイト構成　
【5】弊社運営サイトからの画像の無断転載。また、VC管理画面からの提供を終了した古いバナー画像の利用","即時提携","2015/06/09","","","","1.9%","","","","","","承認・却下条件、禁止事項等に関しては、プログラム詳細に記載している内容をご確認ください。","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","自己アフィリエイト可能","一部可","国内ツアー","国内航空券","旅行サービス",""
"2138660","リクナビ派遣","http://haken.rikunabi.com/","Indeed Japan株式会社","2024866","【リクナビ派遣】派遣のお仕事エントリープログラム","■プログラム概要
日本全国、数万件のお仕事を掲載する「リクナビ派遣」から、派遣のお仕事エントリープログラムです。 

■サービスの特徴
圧倒的な集客力を誇る「リクナビ派遣」は、Yahoo! JAPANとの連携により、年間を通じて安定したユーザーの流入があります。
他にも有名ポータルサイトともアライアンスを組み、様々なプログラムを展開しています。

■成果
リクナビ派遣での「仕事エントリー」もしくは「会社エントリー」1件に対して報酬をお支払い致します。","※1ヶ月間に同一の個人情報、同一IPアドレスからの複数回申込みした場合、初回のみが報酬対象

■成果対象外
重複、情報の欠落、虚偽内容と判断される登録/同一画面にて連続してモーダル応募を行った場合は成果対象外とさせて頂きますのでご了承くださいませ。
下記キャンペーンへの応募は成果の対象外とさせていただきます。
http://haken.rikunabi.com/ct/campaign1

■禁止行為
(1)　リクナビ派遣に掲載されているお仕事情報・派遣会社情報等を掲載頂く場合、書き換えや追加(過剰表現など)はご遠慮願います。
(2)　【注意】「リクナビ派遣」のサービス名(類似ワード含む)のリスティング広告(Overture、Adwords他)は一切禁止です。
本行為を行った場合、またその事実が確認されました場合、注文キャンセル・提携解除等の措置をとらせていただきます。","審査あり","2014/03/01","","","1429","","","","","","","(1)リクナビ派遣での「仕事エントリー」もしくは「会社エントリー」1件に対して報酬をお支払い致します。

【注意事項】リクナビ派遣に掲載されているお仕事情報・派遣会社情報等を掲載頂く場合、

書き換えや追加(過剰表現など)はご遠慮願います。


(2)【注意】「リクナビ派遣」のサービス名(類似ワード含む)のリスティング広告(Overture、Adwords他)は一切禁止です。

本行為を行った場合、またその事実が確認されました場合、注文キャンセル・提携解除等の措置をとらせていただきます。


(3)コンテンツが自動生成の羅列文書、同一テンプレでの自動大量生成サイト、掲載元が確認できないサイトからの
発生成果など、

提携基準を満たさない場合報酬対象外・提携解除等の措置を行わせていただく場合がございます。

予めご了承ください。

 

----------------------------------------

下記キャンペーンへの応募は

成果の対象外とさせていただきます。


http://haken.rikunabi.com/ct/campaign1/


----------------------------------------

","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","","不可","人材派遣","","",""
"2147532","【ファンケル】お試し販売キャンペーン!","https://www.fancl.co.jp/index.html","株式会社ファンケル","2023385","ファンケル★【通販限定】各『お試しセット』キャンペーン","本キャンペーンにおきましては、ファンケルに新規会員登録し、初めて購入された場合、高額報酬となります。

▼報酬
新規購入…1,333円
既存購入…200円

■広告掲載にあたっての注意事項
以下該当する広告掲載は、即刻提携解除・報酬キャンセル措置を取らせて頂きます。
・ファンケルの販売促進活動に甚大な不利益が認められる広告掲載
　※指摘に対し、速やかな修正をお願い致します
・薬事法等の法律に抵触した表現の掲載　（下記レギュレーションをご確認下さい。）

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝
【お取り扱い商材】

・大人のカロリミット
・えんきん
・発芽米
・青汁
・エンリッチ
・モイストリファイン
・アクネケア
・マイルドクレンジングオイル　　などなど・・・
＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

■掲載レギュレーション","●SEO対策において、「ファンケル」「FANCL」「カロリミット」「えんきん」「マイクレ」といった商標に絡む対策、またはドメインの取得は禁止とさせていただきます。

●基本的にご提供しておりますバナー広告および、リンク先ページ以外の画像使用は禁止です。特に、プログラムで使用するモデル画像・CM素材の使用は厳禁といたします。

●特定ユーザー様へ発行されるポイント・特典・クーポン・クーポンコード等を自身のサイトで訴求することは禁止させて頂きます。また、AS様向け管理画面情報・その他キャプチャー画像を自身のサイトで訴求することも禁止です。

●何らかの理由により管理画面に反映されなかった注文は成果対象外となります。","審査あり","2017/04/06","","","1333","","商品購入","商品購入:入金確認/本人利用・本人確認/配送確認","","虚偽、いたずら、重複
登録不備
注文キャンセル（クーリングオフ）","","publicオファー
商品購入に対して報酬をお支払い致します。ファンケル新規会員に登録して初めて購入された場合は、高額報酬となっております。【通販限定】『お試しセット』がメインとなります。ファンケルのことを知らない、より多くのお客様に商品をお試し頂きたい為、集客・購買において効果が高いパートナー様からの応募をお待ちしております。","","","スマホ対応","ITP対応済","","不可","","","",""
"2137988","日本旅行ホームページ","http://www.nta.co.jp","株式会社日本旅行","2023030","【日本旅行】国内ツアー・国内宿泊・海外ツアー販売","※現在、リンクスイッチをご利用いただけません※

日本旅行は、日本で最も古い総合旅行会社です。
幅広い商品の取り扱いの中でも、JR+宿泊セットプラン販売に強みがあります。
20代後半のビジネスユース、30-40代のファミリーユースを中心とした幅広い年代のユーザーがいます。

■報酬条件（税別）/成果対象
国内商品
・JR+宿泊：\1,143
・国内ツアー：\1,143
・宿泊成約（旅館orホテル）：\857
・国内パッケージ（日帰りJR）：3％

海外商品
・海外パッケージツアー：1.9%

※クーポン利用分は割引適用前の商品の金額にて手数料を確定しておりますので、対象内としております。

■成果対象外
・上記成果対象商品以外の成果着地
・メール・電話受け商品予約
・「遊び・体験」タブの商品（クーポン印刷・取得・購入）
・「海外ダイナミックパッケージ」「海外航空券+ホテル」「海外航空券」「海外ホテル」のタブの商品
・電話、来店での予約
・キャンセル等で成約しなかった場合
・モバイル（ガラケー）経由の注文
・高速バス・レンタカーは成果対象外
・EXサービスのご利用は成果対象外","■禁止行為
・検索連動型広告に関しまして弊社社名・サイト名をはじめとした商標及びサービス名、うち間違いワード
(平仮名、カタカナ、英字表記を含む)での入札は禁止と致します。(複合も禁止。例)日本旅行　赤い風船)
・サイト名、ページタイトルやコンテンツが日本旅行　若しくは日本旅行が運営すると誤解を与えるようなサイト構成は禁止させていただきます。
・サイト名に類似したドメインは禁止となります。

【注文反映について】
予約が入りますと注文金額0円、報酬金額0円で注文が反映されます。※全承認。
その後、出発（成約）が確認された場合、成約注文として、注文金額を入れた形で、再度、新規で注文データをアップ致します。その際、注文日は予約日で反映されます。","即時提携","2020/03/24","","","1143","","","","","","","報酬発生条件の詳細については、管理画面でご確認下さい。 (注意事項)広告リンク先URLに自社トラッキング用コードを設定しています(http://www.nta.co.jp/mylink/)ので、広告をクリックして途中でページを閉じてしまった場合は成果とされませんのでご注意ください。 なお管理画面への反映は宿泊月の翌月までになります。 ※マイリンクをお使いのパートナー様は【http://www.nta.co.jp/affiliate/value/】をご参考ください。 ※Adwords、overture等で「日本旅行」、「赤い風船」などの商標及び弊社サイト名でのキーワード購入は禁止とさせて頂きます。当社と誤認を与えるようなものも禁止とさせて頂きます。","MyLink対応","","スマホ対応","ITP対応済","自己アフィリエイト可能","一部可","国内ツアー","海外ツアー","",""
"2135779","ABLENET","http://www.ablenet.jp","株式会社ケイアンドケイコーポレーション","2022637","ABLENET VPS (FX自動売買にも使える)","ABLENET（エイブルネット）はおかげ様で28周年！

【格安・高速・安定】なVPSサーバーを提供。

VPSのWinプランは""サーバー稼働率99.99％以上""。
最新のOS・WindowsServer2025が選択可、
24時間安定稼働を望むMT4/5を利用したFX自動売買
システムトレーダー様に人気のプラン。

┌───────────────────┐

　　＼VPSプランでもMT4が使える！／

　　　　VPS初期化テンプレートに
　Ubuntu Desktop 22.04 with MT4/5が登場！


　　　＼マイクラサーバーが使える！／

　　　　　　マイクラサーバーで
　　　マルチプレイをすぐに始められる

└───────────────────┘

▼特徴▼

・各人気プランでメモリ増量中！
・10日間無料お試し
・契約期間の縛り無し
・サーバー稼働率99.99％以上
・プラン変更自由、ダウングレード可
　※V0プランへの変更不可

▼広告素材データ集▼
https://www.ablenet.jp/partner/sozai.html

#K&amp;K","こちらは【ABLENET VPS】のアフィリエイトプログラムです。
ABLENETレンタルサーバー(共用サーバー)のアフィリエイトをご希望のメディア様は下記より提携申請をお願いいたします。

プログラム詳細：ABLENETレンタルサーバー(共用サーバー)
https://aff.valuecommerce.ne.jp/ad/adDetail/2166188","即時提携","2023/05/08","","","16000","","商品購入","商品購入:入金確認","","虚偽、いたずら、重複
登録不備
注文キャンセル（クーリングオフ）","","格安・高品質で定評のABLENET VPS。
成約1件毎に、以下の報酬（税込）をお支払いします。

・Win1プラン(2GB)：3,850円
・Win2プラン(3.5GB)：4,400円
・Win3プラン(6GB)：4,950円
・Win4プラン(10GB)：5,500円
・Win5プラン(16GB)：11,000円

・V1プラン(1.5GB)：2,200円
・V2プラン(2.5GB)：3,300円
・V3プラン(6GB)：5,500円
・V4プラン(10GB)：8,800円
・V5プラン(16GB)：17,600円

成果対象：クレジットカード支払いでのご契約の確定（V0プラン、また本人申込は対象外)
リスティング・キーワード広告は、社名、サービス名、サイト名及びその派生語による広告を禁止","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","自己アフィリエイト可能","一部可","","","",""
"2134717","ネットオフ(販売)","http://www.ebookoff.co.jp","ネットオフ株式会社","2022500","ネットオフの本、CD、ゲーム、DVD等販売促進プログラム","日本最大級のオンライン中古書店「ネットオフ」のコミック、書籍、CD、ゲーム、DVDの販売促進プログラム。100万点の豊富な商品数は日本最大級。ぜひご協力ください。
サイト運営者のリスティング、商品名・サービス名等の入札は禁止します。入札された場合、成果破棄および提携を解除させていただく場合もあります。","","即時提携","2025/12/01","","","","0.46%","商品購入","商品購入:入金確認","成果確定は、「出荷」が確認できたデータについて、承認作業を実施させていただいております。

買取の成果の場合
■当月末までに発生したお申込みで、翌月上旬までに弊社倉庫への荷着が確認できたもの
■買取金額が1,000円以上の成果（2022年10月1日～発生分）※キャンペーンやクーポン適用前の査定金額
■同一ユーザーからのお申込　月10回迄（11回目以降の成果は非承認）
※ポイントサイト様、セルフバック様の場合　月5回迄（6回目以降は非承認）

■同一ユーザーからのお申込月10回迄（11回目以降の成果は非承認）
※ポイントサイト様、セルフバックの場合　月5回迄（6回目以降の成果は非承認）","虚偽、いたずら、重複
登録不備
注文キャンセル（クーリングオフ）","注文キャンセル等で出荷が確認できない場合や、自己購入につきましては成果対象外となります。
買取の成果の場合
■当月末までに発生したお申込みで、翌月上旬までに弊社倉庫への荷着が確認できないもの
■買取金額が1,000円未満の成果（2022年10月1日～発生分）
※キャンペーンやクーポン適用前の査定金額
■ポイントサイト様はクーポンコードが「NOI」以外から始まるクーポンを使用の場合

※承認基準にも「成果対象外」基準が記載されています。必ずご確認ください。","","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","自己アフィリエイト可能","一部可","ゲーム","音楽・楽器・CD","",""
"2134478","ＬＣラブコスメ","http://www.lovecosmetic.jp/shop/","株式会社ナチュラルプランツ","2022465","【ＬＣラブコスメ】本店（セクシャルあり）料率プロモーション","他の人にはなかなか相談できない、恋愛や体のお悩みをサポートする女性のためのショップ「LCラブコスメ」です。

デリケートゾーンの黒ずみやニオイにお悩みをケアする、
シリーズ累計販売350万個突破の大人気商品「ジャムウ・ハーバルソープ」や
男性の嗅覚を刺激して引き寄せるベッド専用香水「リビドーロゼ」など女性目線で考えられた自然派の商品を扱っています。
会員数も180万人を超え日本の女性に支持されているラブコスメのご紹介をお願いします。

=================================================
本プログラムではLCラブコスメにて取り扱っている
商品全てが対象になります。
=================================================","2024/8/28更新
◆提携解除について
・SNS&SEOにて「弊社商標登録ワード」を悪用するなどの違反行為
※ラブコスメ商標一覧ページ：http://www.lovecosmetic.jp/regist.html
・公式サイトを謡ったアカウント、サイト運営
・明らかな嘘や膨大表現などステマ規制法に反していると広告主が判断した場合
・BOTなどを利用してSNS上で類似テキストでの投稿を続ける行為


◆成果却下条件
１：虚偽のお申込み
２：重複登録
３：購入後のキャンセル
※１８歳未満の方は購入できない設定となっております。
４：「定期便のご注文」「通常商品+定期便同時にご注文」
５：リピーターの購入","即時提携","2023/08/01","","","","4.55%","商品購入","商品購入:入金確認","","虚偽、いたずら、重複
登録不備
注文キャンセル（クーリングオフ）","","商品購入に対して定率の報酬をお支払い致します。※報酬決定額に消費税・送料・手数料などは含まれておりません。※以下ページに注意事項を設けております。http://www.lovecosmetic.jp/affiliate/partner/minishop.html　これらをお守りいただけない場合は提携解除とさせて頂きます。","","","スマホ対応","ITP対応済","","不可","コスメ・化粧品","アダルト","",""
"2130725","じゃらんnet","http://www.jalan.net","株式会社リクルート","2021810","★ホテル・宿予約サイト「じゃらんnet」","■概要
じゃらんnetから、国内宿・ホテルの予約・宿泊獲得のプログラムです。

■じゃらんnetの強み
１）掲載数：国内最大級のオンライン予約サービス
２）お得なプラン：季節に応じたお得なプランやキャンペーンあり。年間数回開催「じゃらんスペシャルウィーク」、毎月20日開催「じゃらんのお得な10日間」など。
３）ポイントがたまる：予約プランに応じてポイントがたまる

■成果地点・成果報酬
成果地点：国内宿・ホテルのネット予約
成果報酬：定率報酬1％（税抜）
成果承認：宿泊完了後（毎月10日頃、前月宿泊実績データを集計し、宿泊確認後に成果承認いたします。）

■成果承認・成果対象外
・宿泊予約時点で報酬は発生しません。
・電話予約センター経由での宿・ホテル予約・パッケージツアー、組み合わせ自由なツアーのご予約、航空券の予約・海外予約は本アカウントでは成果対象外となります。
・宿泊予約時点で報酬は発生しません。
・じゃらんnetは1年先まで予約可能です。最長1年1か月後の成果承認となる場合がございます。","・アフィリエイトで提携したことなどを、事前連絡なしにプレスリリースすることは禁止しております。
・景品表示法違反となる広告表示・景品提供は禁止しております。
・一般消費者がじゃらんnetを実際のサービスよりも著しく優良または有利であると誤認するような表示や、過大な景品の提供を前提としたキャンペーンはしないでください。
※禁止行為に該当するサイトは、成果拒否の後、提携解除いたします。
■注意事項
・提携方針に沿わない場合、提携解除いたします。
・じゃらんnetのアフィリエイトチームでは、景表法はじめとした各種法律の確認をしておりますので、ご不安な場合はお問合せください。
・各種キャンペーンを紹介する際は、実施期間・条件などはwebサイトの記載通りに表示してください。
・成果が発生しているアフィリエイト広告掲載ページは極力削除しないでください。
・アフィリエイト広告を掲載するページの上部に「#アフィリエイト広告」を入れるなど、アフィリエイト広告掲載である旨を記載してください。","即時提携","2017/01/01","","","","1%","","","","","","■成果
宿泊の完了にて報酬が発生。","MyLink対応","LinkSwitch利用可能","スマホ対応","ITP対応済","自己アフィリエイト可能","一部可","国内ツアー","国内航空券","",""
